,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix
709,categorical,20003,both_sexes,1140879842,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,propranolol,UK Biobank Assessment Centre > Verbal interview > Medications,3142.0,2185.0,957.0,EUR,1.0,,,,,2808.0,,,,,,417665.0,,,,,,0.10894,,,,,,1.0302,,categorical-20003-both_sexes-1140879842.tsv.bgz,categorical-20003-both_sexes-1140879842.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879842.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879842.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879842.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879842.tsv.bgz.tbi,544423170.0,1752009.0,1123e06a36c2be515e6ec45f59a5dea3,67d99bcf7afd7c97529e4d740e2ceb2f
710,categorical,20003,both_sexes,1140879854,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,sotalol,UK Biobank Assessment Centre > Verbal interview > Medications,722.0,306.0,416.0,EUR,1.0,,,,,646.0,,,,,,419827.0,,,,,,0.24089,,,,,,1.0126,,categorical-20003-both_sexes-1140879854.tsv.bgz,categorical-20003-both_sexes-1140879854.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879854.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879854.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879854.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879854.tsv.bgz.tbi,533365780.0,1751636.0,acd13f63a68c75550acf2539ce6d3d35,bdecdf53645525a48732bdf38b1b3142
717,categorical,20003,both_sexes,1140881472,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,lacri-lube eye ointment,UK Biobank Assessment Centre > Verbal interview > Medications,698.0,531.0,167.0,EUR,1.0,,,,,589.0,,,,,,419884.0,,,,,,0.065994,,,,,,0.98268,,categorical-20003-both_sexes-1140881472.tsv.bgz,categorical-20003-both_sexes-1140881472.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881472.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881472.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881472.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881472.tsv.bgz.tbi,532100290.0,1751491.0,3d72a347da468028e7d52781925c1b3f,b5f51bd7cf9a972e92c3f26b6d94683f
719,categorical,20003,both_sexes,1140881702,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,adalate 10mg capsule,UK Biobank Assessment Centre > Verbal interview > Medications,380.0,171.0,209.0,EUR,1.0,,,,,319.0,,,,,,420154.0,,,,,,0.21912,,,,,,0.99873,,categorical-20003-both_sexes-1140881702.tsv.bgz,categorical-20003-both_sexes-1140881702.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881702.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881702.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881702.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881702.tsv.bgz.tbi,524221830.0,1751145.0,d704d49509cde157d51f48dc757b58af,c8f1d31c44ae1c35672f4db0432622b6
721,categorical,20003,both_sexes,1140881882,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,timoptol 0.25% eye drops,UK Biobank Assessment Centre > Verbal interview > Medications,277.0,114.0,163.0,EUR,1.0,,,,,247.0,,,,,,420226.0,,,,,,0.064363,,,,,,1.006,,categorical-20003-both_sexes-1140881882.tsv.bgz,categorical-20003-both_sexes-1140881882.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881882.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881882.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881882.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881882.tsv.bgz.tbi,520616056.0,1750874.0,f200e1d0b7e40d7bc7b99bb08444a1ac,6f5f1ed1da88e0864518be98bea37052
741,categorical,20003,both_sexes,1140883568,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,oxybutynin,UK Biobank Assessment Centre > Verbal interview > Medications,1066.0,728.0,338.0,EUR,1.0,,,,,947.0,,,,,,419526.0,,,,,,0.098034,,,,,,1.0244,,categorical-20003-both_sexes-1140883568.tsv.bgz,categorical-20003-both_sexes-1140883568.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140883568.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140883568.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140883568.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140883568.tsv.bgz.tbi,536734726.0,1751865.0,90de0bfe947f6b01295387516131ea7f,a37f068e0d2d959af61fa9ad88d7d5fa
746,categorical,20003,both_sexes,1140884308,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,hydroxychloroquine,UK Biobank Assessment Centre > Verbal interview > Medications,690.0,570.0,120.0,EUR,1.0,,,,,573.0,,,,,,419900.0,,,,,,0.089833,,,,,,1.0139,,categorical-20003-both_sexes-1140884308.tsv.bgz,categorical-20003-both_sexes-1140884308.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884308.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884308.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884308.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884308.tsv.bgz.tbi,531730784.0,1751619.0,97b5d0473904e1aaa792187165978f3f,52df09942c9097b9424a5e0c8adc90d0
747,categorical,20003,both_sexes,1140884412,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,sumatriptan,UK Biobank Assessment Centre > Verbal interview > Medications,1264.0,1057.0,207.0,EUR,1.0,,,,,1133.0,,,,,,419340.0,,,,,,0.20803,,,,,,1.0386,,categorical-20003-both_sexes-1140884412.tsv.bgz,categorical-20003-both_sexes-1140884412.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884412.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884412.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884412.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884412.tsv.bgz.tbi,538558571.0,1751853.0,b11f7832810d9566b445d2ff32651edf,52d8acaff61b2d4211f1e0d17507b94e
748,categorical,20003,both_sexes,1140884444,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,codeine,UK Biobank Assessment Centre > Verbal interview > Medications,2495.0,1545.0,950.0,EUR,1.0,,,,,2249.0,,,,,,418224.0,,,,,,0.12238,,,,,,1.0542,,categorical-20003-both_sexes-1140884444.tsv.bgz,categorical-20003-both_sexes-1140884444.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884444.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884444.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884444.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884444.tsv.bgz.tbi,543347956.0,1752406.0,bbd52b85d26c5b2331e52110ea7f0529,a1dbd2f52e4d6104535bb277f1916059
749,categorical,20003,both_sexes,1140884464,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,dihydrocodeine,UK Biobank Assessment Centre > Verbal interview > Medications,1670.0,939.0,731.0,EUR,1.0,,,,,1505.0,,,,,,418968.0,,,,,,0.1384,,,,,,1.041,,categorical-20003-both_sexes-1140884464.tsv.bgz,categorical-20003-both_sexes-1140884464.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884464.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884464.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884464.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884464.tsv.bgz.tbi,540488519.0,1752367.0,ca2d3fab3cb9d055cfebc83b2eb55391,9526b32cb71ebcf8ad9bba1473e9d761
755,categorical,20003,both_sexes,1140884654,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,beclomethasone,UK Biobank Assessment Centre > Verbal interview > Medications,1921.0,1102.0,819.0,EUR,1.0,,,,,1669.0,,,,,,418804.0,,,,,,0.086523,,,,,,1.0549,,categorical-20003-both_sexes-1140884654.tsv.bgz,categorical-20003-both_sexes-1140884654.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884654.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884654.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884654.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884654.tsv.bgz.tbi,541486219.0,1751895.0,c1d877e8d63eb46f680d747365b003e9,dc0710a6cb27b83a9479e23f3306458f
758,categorical,20003,both_sexes,1140884700,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,trimovate ointment,UK Biobank Assessment Centre > Verbal interview > Medications,287.0,132.0,155.0,EUR,1.0,,,,,255.0,,,,,,420218.0,,,,,,0.10535,,,,,,1.0189,,categorical-20003-both_sexes-1140884700.tsv.bgz,categorical-20003-both_sexes-1140884700.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884700.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884700.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884700.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884700.tsv.bgz.tbi,521067194.0,1750838.0,670502a9e929891800f84ff722f053f8,9910847e78467bee47ff38e8c6482476
761,categorical,20003,both_sexes,1140888098,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,fluticasone,UK Biobank Assessment Centre > Verbal interview > Medications,2115.0,1158.0,957.0,EUR,1.0,,,,,1854.0,,,,,,418619.0,,,,,,0.09962,,,,,,1.0268,,categorical-20003-both_sexes-1140888098.tsv.bgz,categorical-20003-both_sexes-1140888098.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888098.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888098.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888098.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888098.tsv.bgz.tbi,542171022.0,1751700.0,9593b2fd4abd5019c67f30ec820f98c6,c8f8c558e06b0bd0091efc8ce1274955
762,categorical,20003,both_sexes,1140888172,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,mometasone,UK Biobank Assessment Centre > Verbal interview > Medications,922.0,491.0,431.0,EUR,1.0,,,,,819.0,,,,,,419654.0,,,,,,0.14005,,,,,,1.0111,,categorical-20003-both_sexes-1140888172.tsv.bgz,categorical-20003-both_sexes-1140888172.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888172.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888172.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888172.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888172.tsv.bgz.tbi,535127205.0,1751689.0,fc130471bf57e22738b37327b2e5419a,971560613af98c2d44030213d81eb992
763,categorical,20003,both_sexes,1140888266,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,warfarin,UK Biobank Assessment Centre > Verbal interview > Medications,4714.0,1432.0,3282.0,EUR,1.0,,,,,4228.0,,,,,,416245.0,,,,,,0.090637,,,,,,1.0395,,categorical-20003-both_sexes-1140888266.tsv.bgz,categorical-20003-both_sexes-1140888266.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888266.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888266.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888266.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888266.tsv.bgz.tbi,546074279.0,1752057.0,a1c628e1dba21397a6fcd2a868211b01,d23456065e70b792f12253da40f662c4
765,categorical,20003,both_sexes,1140888366,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,thiamine preparation,UK Biobank Assessment Centre > Verbal interview > Medications,681.0,133.0,548.0,EUR,1.0,,,,,595.0,,,,,,419878.0,,,,,,0.30231,,,,,,0.97813,,categorical-20003-both_sexes-1140888366.tsv.bgz,categorical-20003-both_sexes-1140888366.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888366.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888366.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888366.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888366.tsv.bgz.tbi,531900601.0,1751582.0,d8d4fc26150f8f1f72f152bd85143cdf,efcd13017a7b41dbac868d09f4892b6c
775,categorical,20003,both_sexes,1140888570,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,flecainide,UK Biobank Assessment Centre > Verbal interview > Medications,738.0,324.0,414.0,EUR,1.0,,,,,674.0,,,,,,419799.0,,,,,,0.057659,,,,,,0.98037,,categorical-20003-both_sexes-1140888570.tsv.bgz,categorical-20003-both_sexes-1140888570.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888570.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888570.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888570.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888570.tsv.bgz.tbi,533470283.0,1751855.0,11ce7b0fa749e11ffe84536f56d5e6ba,51ea054a025bde6ca7d16bca9e3bfbf4
807,categorical,20003,both_sexes,1140910832,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,sodium warfarin,UK Biobank Assessment Centre > Verbal interview > Medications,390.0,123.0,267.0,EUR,1.0,,,,,346.0,,,,,,420127.0,,,,,,0.20132,,,,,,1.0125,,categorical-20003-both_sexes-1140910832.tsv.bgz,categorical-20003-both_sexes-1140910832.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140910832.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140910832.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140910832.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140910832.tsv.bgz.tbi,525007204.0,1751384.0,475cba446dace7b085fdfa7724f3ee85,f2038fb28188beaa174e9d43a6e3c72a
811,categorical,20003,both_sexes,1140911658,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,imigran 50mg tablet,UK Biobank Assessment Centre > Verbal interview > Medications,763.0,655.0,108.0,EUR,1.0,,,,,684.0,,,,,,419789.0,,,,,,0.066202,,,,,,1.0303,,categorical-20003-both_sexes-1140911658.tsv.bgz,categorical-20003-both_sexes-1140911658.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911658.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911658.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911658.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911658.tsv.bgz.tbi,533739332.0,1751541.0,4d34679ac27edda81d40939e95d347d2,9ae13d3475f03f0b70531d28ce52eba1
812,categorical,20003,both_sexes,1140911682,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,selenium ace tablet,UK Biobank Assessment Centre > Verbal interview > Medications,619.0,378.0,241.0,EUR,1.0,,,,,564.0,,,,,,419909.0,,,,,,0.22371,,,,,,1.0085,,categorical-20003-both_sexes-1140911682.tsv.bgz,categorical-20003-both_sexes-1140911682.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911682.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911682.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911682.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911682.tsv.bgz.tbi,531744250.0,1751369.0,8d351643c5d50067f32c97f7d38e0895,b175f51b4a894a4730591289cc64cd15
814,categorical,20003,both_sexes,1140911730,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,flax oil tablet,UK Biobank Assessment Centre > Verbal interview > Medications,775.0,598.0,177.0,EUR,1.0,,,,,691.0,,,,,,419782.0,,,,,,0.16561,,,,,,0.99943,,categorical-20003-both_sexes-1140911730.tsv.bgz,categorical-20003-both_sexes-1140911730.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911730.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911730.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911730.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911730.tsv.bgz.tbi,533687958.0,1751706.0,7ca7bb009f65a845ce9a7d2a7a96bdbd,eadc646e54256b338f6b1134ccc89e2b
817,categorical,20003,both_sexes,1140911736,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,ginseng product,UK Biobank Assessment Centre > Verbal interview > Medications,676.0,374.0,302.0,EUR,1.0,,,,,594.0,,,,,,419879.0,,,,,,0.068855,,,,,,0.98726,,categorical-20003-both_sexes-1140911736.tsv.bgz,categorical-20003-both_sexes-1140911736.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911736.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911736.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911736.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911736.tsv.bgz.tbi,532041073.0,1751449.0,f9afc7e91773bc915d1d566747143b51,6470f9b529b0aceae5dc11d3def2bfc8
820,categorical,20003,both_sexes,1140916282,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,venlafaxine,UK Biobank Assessment Centre > Verbal interview > Medications,1919.0,1243.0,676.0,EUR,1.0,,,,,1715.0,,,,,,418758.0,,,,,,0.085084,,,,,,1.0397,,categorical-20003-both_sexes-1140916282.tsv.bgz,categorical-20003-both_sexes-1140916282.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140916282.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140916282.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140916282.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140916282.tsv.bgz.tbi,541729939.0,1751885.0,659d8c13256c3ec33940262b23337d10,a96bc7763dfe9f92146cb763cc4b36bc
